tic,toi,cps,ra,dec,tmag,vmag,jmag,smass,sradius,t_eff,evol,ast_det,d,ruwe,rv,rv_err,rot_per,rot_amp,vsini,rhk,shk,per,per_err,epoch,t14,rp,sinc,mp,sig_id,significance,kexp,n_rv,template,h,counts,texpmin,twithoverheads,nobs,ttothr,hexp,priority,pipeline,disp,public_comments,tks_comments,vetting,ao_vet,hires_prv,apf_prv,prv_plan,hires_next_run_notes,nobs_goal_keck,min_cadence_keck,exp_keck,texp_keck,n_shots_keck,n_visits_night_keck,nobs_goal_apf,min_cadence_apf,exp_apf,texp_apf,n_shots_apf,n_visits_night_apf,hires_complete,apf_complete
298647682,1643.01,234571,272.264606,53.217634000000,8.66,9.53,7.55,0.77,0.78,4763,MS,0.050,41,,,,,,,,,20.07871,0.00009,1691.50787,1.18,2.79,15.9,8.2,1,15.1,2.30,,,,,,,,,,,spoc,PC,crowded field; could be on 1551165177; period should be 20 days,"dV=2.6 sep=2.6"" S, unclear which of the two stars is a host",passed,passed,,yes,"Passes spectroscopic vetting, barely. Shoulder on the SB2 plot at -9 km/s and no Gaia RV.",,,,250,500,1,1,,,,,,,,
184679932,1645.01,T001645,32.293997,40.402005000000,9.3,9.7,8.8,1.19,1.31,6198,MS,0.05,147,0.9,-2.89,5.45,,,,,,2.172142,0.00002,1791.42555,2.7,19.1,1877,48210.5,1,220.0,21209.7,,,,,,,,,,,spoc,SEB1,possibly inflated hot Jupiter; synchronized; possible secondary,"Rp=19, rotational or phase modulation, possible secondary at MES=5.9, possibly EB, clear field",failed,n/a,no,no,"SB1, VsinI=30km/s",,,,250,,,,,,,,,,,
376353509,1648.01,T001648,45.400981,69.229900000000,9.58,10.43,8.80,0.78,0.84,4836,MS,0.050,70,0.91,-32.01,0.28,,,,,,7.33149,1.90E-04,1796.28299,1.45,2.59,75.8,7.2,1,9.0,2.81,,,,,,,,,,,qlp,VPC,potential L1; low snr,"SNR=9.3, clear field",passed,passed,,,,,,,,,,,,,,,,,,
154867950,1652.01,T001652,188.360500,84.679100000000,,9.4,,0.92,1.99,5329,SG,0.06,131,0.9,,,,,,,,0.666600,0.00001,1683.89690,1.0,3.3,23190,8.3,1,15.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266500992,1655.01,T001655,61.172192,52.257064000000,10.3,11.1,9.6,0.94,1.15,5411,MS,0.05,165,1.1,-12.70,0.33,,,,,,3.277670,0.00135,1819.70953,3.1,4.1,564,15.5,1,13.0,6.9,,,,,,,,,,,qlp,PC,Potential L1 candidate,"dT=7.4 sep=3.3"" SW, dV=6.8 sep=17.2"" NW",passed,passed,,,,,,,,,,,,,,,,,,
288631580,1659.01,T001659,277.924978,82.305743000000,9.57,10.08,9.03,1.10,1.01,5977,MS,0.050,122,0.89,0.42,0.28,,,,,,5.87758,0.00005,1687.63809,2.88,2.22,267.8,5.5,1,8.3,1.84,,,,,,,,,,,spoc,PC,Under investigation by TFOP,"Prot=7d, dV=6.1 sep=12"" N",passed,data taken,,,,,,,125,900,,,,,,,,,,
311121985,1660.01,T001660,85.581107,49.513756000000,9.0,9.5,8.5,1.27,1.86,6375,MS,0.05,188,0.9,,,,,,,,1.356700,0.00049,1818.07142,2.1,4.1,7599,15.8,1,13.0,7.8,,,,,,,,,,,qlp,NEB,,"small centroid offset, dT=5.3 sep=5.1"" E, dV=6.4 sep=12""NW",passed,n/a,,yes,VsinI=6.2km/s,,,,,,,,,,,,,,,
353782445,1664.01,238876,276.937951,55.755661000000,9.18,9.65,8.67,1.17,1.34,6155,MS,0.050,143,,-50.39,0.51,,,,,,11.83494,0.00013,1689.19551,2.38,2.67,200.9,7.6,1,13.9,1.92,,,,,,,,,,,spoc,PC,potential L1 candidate; some depth-aperture correlation,"SNR=9.8, clear field",passed,passed,,,Vsini = 5.4 km/s,,,,,,,,,,,,,,,
428679607,1669.01,T001669,45.952938,83.587576000000,9.53,10.22,8.91,0.98,1.07,5550,MS,0.050,111,0.91,-16.88,0.43,,,,,,2.67949,0.00058,1843.74703,2.05,2.43,693.9,6.5,1,10.2,3.02,,,,,,,,,,,spoc,PC,L1 candidate,"OoT=2.8sig, clear field",passed,n/a,,,,,,,200,900,1,1,,,,,,,,
441739020,1670.01,T001670,259.017294,72.161171000000,9.5,9.9,9.0,1.26,1.31,6345,MS,0.05,168,1.2,-10.09,0.61,,,,,,40.743690,0.00081,1710.15235,5.0,9.5,40,65.9,1,47.0,10.5,,,,,,,,,,,qlp,PC,period could be 4x; only one full transit; egress of 3rd transit looks good,"only 1 full transit and 1 egress, dV=6.2 sep=7.6"" NW, dV=6.2 sep=7.7"" NE",passed,n/a,,yes,,,,,250,900,1,1,,,,,,,,
468828873,1672.01,T001672,91.872262,66.857854000000,10.0,10.6,9.5,1.13,1.89,6064,SG,0.05,282,1.2,-11.95,1.17,,,,,,3.892240,0.00296,1819.97685,2.5,5.3,1702,24.4,1,10.0,9.1,,,,,,,,,,,qlp,PC,might be on 468828877,"dV=6.7 sep=16"" E, dV=4.9 sep=41"" SW",failed,passed,no,no,SB2,,,,,,,,,,,,,,,
321041369,1681.01,T001681,81.671351,56.963590000000,10.4,11.0,9.8,1.01,0.93,5672,MS,0.05,154,0.9,-64.23,0.44,,,,,,1.537559,0.00017,1816.53305,0.9,3.4,1164,11.5,1,10.3,6.3,,,,,,,,,,,spoc,PC,V-shaped; some small centroid offset,"dV=3.2 sep=31"" NW, OoT=2.7sig",passed,passed,,,,,,,,,,,,,,,,,,
58542531,1683.01,283636,65.979728,27.822546000000,9.8,11.0,8.8,0.69,0.70,4402,MS,0.05,51,1.1,38.40,0.30,,,,,,3.057601,0.00034,1816.41193,1.3,2.6,123,7.4,1,11.8,4.2,,,,,,,,,,,spoc,VPC+,potential L1 candidate,"dV=9.0 sep=15"" SW, mostly clear field: no stars w/ dV<7 within 100"". ",failed,passed,no,no,SB2,,,,,,,,,,,,,,,
102672709,1686.01,T001686,61.731043,66.119622000000,9.9,10.4,9.4,1.16,1.46,6141,MS,0.06,209,1.1,-18.52,0.33,,,,,,6.702137,0.00220,1818.60627,3.9,4.0,507,14.9,1,8.9,4.6,,,,,,,,,,,spoc,PC,crowded field,"SNR=9.7, dV=6.3 sep=4"" NW, dV=6.6 sep=15"". Field is fairly crowded but metrics look ok",passed,passed,,,,,,,,,,,,,,,,,,
103448870,1687.01,T001687,66.834683,73.023857000000,9.84,10.51,9.25,1.02,0.98,5734,MS,0.050,125,1.07,-9.21,0.49,,,,,,10.25958,0.00009,1816.84403,1.45,3.83,107.0,14.0,1,9.7,4.07,,,,,,,,,,,spoc,PC,potential L1 candidate,"SNR=8.6, dV=5.1 sep=27"" SE, OoT=2.1sig. Second candidate included in the SPOC report, but with terrible statistics and doesn't appear on TOI+ list.",failed,passed,,,"VsinI=15km/s, possible obliquity target",,,,,,,,,,,,,,,
268334473,1691.01,T001691,272.406133,86.859646000000,9.53,10.13,8.94,1.03,1.00,5759,MS,0.050,111,1.23,-56.97,0.31,,,,,,16.73672,0.00019,1818.09150,4.97,3.75,59.5,13.6,1,31.2,3.32,,,,,,,,,,,spoc,PC,potential L1 candidate,"MES=8.4, dV=6.5 sep=41"" N",passed,data taken,,,,,,,125,900,,,,,,,,,,
353475866,1693.01,T001693,90.308465,34.773167000000,10.7,13.0,9.2,0.46,0.46,3474,MS,0.05,31,1.0,,,,,,,,1.766881,0.00030,1817.68315,1.3,1.6,57,3.2,1,9.3,2.8,,,,,,,,,,,spoc,VPC,centroid offset; check nearby stars,"OoT=2.6sig, dV=3.7 sep=15"" W",passed,passed,,,,,,,,,,,,,,,,,,
396740648,1694.01,T001694,97.748211,66.360683000000,10.74,11.45,10.0,0.85,0.82,5058,MS,0.05,125,1.1,-22.39,0.29,,,,,,3.77013,0.00027,1817.26669,2.9,5.9,195.8,29.2,1,26.9,13.44,,,,,,,,,,,spoc,VPC,,"DV looks good, clear field",passed,passed,,,,,,,60,900,,,,,,,,,,
422756130,1695.01,T001695,21.920719,72.296441000000,11.03,12.99,9.64,0.51,0.52,3575,MS,0.050,45,1.09,-60.38,0.60,,,,,,3.13432,0.00003,1791.51935,1.24,1.96,34.6,4.5,1,13.7,3.06,,,,,,,,,,,spoc,PC,potential L1 candidate; low SNR; crowded field,"MES=8.0, dV=5.2 sep=16"" SW, dV=4.0 sep=24"" N",passed,passed,,,Too cool for SpecMatch-synth,,,,250,,1,1,,,,,,,,
22705558,1699.01,T001699,125.188777,46.203715000000,10.88,11.40,10.3,1.00,1.04,5654,MS,0.05,205,1.2,-54.64,0.53,,,,,,4.54856,0.00215,1842.99749,2.4,3.8,342.1,14.1,1,10.0,5.4,,,,,,,,,,,qlp,PC,potential L1 candidate; low SNR,"dT=5.3 sep=2.1"" S",passed,passed,,,,,,,250,,1,1,,,,,,,,
230377505,1706.01,T001706,285.205736,60.233891000000,10.49,11.08,9.83,0.99,0.97,5617,MS,0.050,161,,-24.22,0.50,,,,,,4.51542,0.00005,1685.47696,2.83,2.03,292.6,4.8,1,14.0,1.86,,,,,,,,,,,spoc,PC,L1 candidate,"dV=6.6 sep=4.4"" SE, SNR=9.7; S14-19 SPOC report looks fine and has SNR=9.9",passed,data taken,,,,,,,250,,1,1,,,,,,,,
241173474,1708.01,T001708,116.107294,43.009196000000,10.39,10.72,9.9,1.22,1.24,6259,MS,0.05,236,1.0,25.44,0.70,,,,,,11.44192,0.00099,1853.12110,3.8,10.1,188.2,72.2,1,47.0,18.0,,,,,,,,,,,qlp,PC,,"dV=6.2 sep=60.5"" W",passed,n/a,,,Vsini = 7 km/s,,,,250,,1,1,,,,,,,,
445805961,1710.01,T001710,94.282756,76.210781000000,8.91,9.55,8.32,1.01,0.98,5675,MS,0.050,81,1.01,-39.40,0.35,,,,,,24.28313,0.00142,1836.96496,5.28,5.91,32.8,29.3,1,67.0,6.43,,,,,,,,,,,qlp,PC,TFOP under investigation,"2 transits in S20, 1 matching transit in S19, dT = 8.8 sep = 7.0"" E",passed,n/a,,yes,,,,,250,600,1,1,,,,,,,,
461662295,1711.01,T001711,124.446931,51.010580000000,9.93,10.68,9.2,0.92,0.97,5326,MS,0.05,113,1.1,-14.39,7.13,,,,,,10.25580,0.00460,1844.85466,5.1,8.0,84.0,49.1,1,66.0,15.3,,,,,,,,,,,qlp,EB,Gaia RV error is 7 km/s; check for secondaries; period could be 2x; observed transits could be secondaries,"dV=2.4 sep=73.2"" SW, period possibly 2x",failed,passed,,,Significant RV difference. SB1,,,,250,,1,1,,,,,,,,
15863518,1713.01,T001713,100.520650,39.843181000000,10.62,11.44,9.8,0.86,0.95,5098,MS,0.05,138,1.3,-21.64,0.43,,,,,,0.55720,0.00004,1842.71209,0.8,3.7,3424.3,13.2,1,12.8,11.40,,,,,,,,,,,spoc,PPC,v-shaped,"dV=4.2 sep=37.1"" W, dV=5.1 sep=41.0"", dV=0.8 sep=50.8"" S, transit is slightly v-shaped",passed,n/a,,,"Passes spectroscopic vetting, barely. There is a blip in the SB2 plot at -10 km/s, but I don't think its real.",,,,250,,1,1,,,,,,,,
14336130,1716.01,237566,105.082929,56.824435000000,8.83,9.41,8.3,1.07,1.24,5879,MS,0.06,104,1.0,-3.96,0.44,,,,,,8.08842,0.00166,1843.84604,3.3,3.0,252.1,9.0,1,12.3,2.76,,,,,,,,,,,spoc,PC,Slight depth-aperture correlation; small planet candidate,"OoT=2.4sig, dV=4.2 sep=47.3"" E, dV=6.5 sep=65.5"" E",passed,n/a,,yes,,,,,250,500,1,1,,,,,,,,
356473034,1720.01,XO-2N,117.026969,50.225811000000,10.45,11.25,9.7,0.90,1.08,5267,MS,0.05,154,0.9,46.84,0.00,,,,,,2.61583,0.00008,1843.21868,2.7,13.6,630.7,317.8,1,84.7,158.00,,,,,,,,,,,spoc,KP,XO-2 N b,"OoT=5.3sig (Tmag=10.4), dV=-0.1 sep=31.2"" S (XO-2 S)",known planet,n/a,,,,,,,,,,,,,,,,,,
51234631,1721.01,XO-4,110.388168,58.268087000000,10.17,10.81,9.7,1.24,1.62,6304,MS,0.05,273,1.0,1.29,0.00,,,,,,4.12488,0.00014,1846.13017,4.4,16.3,1276.9,40340.2,1,112.4,13950.75,,,,,,,,,,,spoc,KP,XO-4 B,"known hot jupiter, dV=1.4 sep=44.4"" SE, dV=4.7 sep=49.8"" SE, odd-even=2.5 sigma",known planet,n/a,,,,,,,,,,,,,,,,,,
85242435,1722.01,T001722,114.345290,61.154178000000,9.53,10.03,9.0,1.16,1.09,6137,MS,0.05,136,1.0,28.36,0.25,,,,,,9.60667,0.00130,1844.11060,3.9,4.8,176.2,20.3,1,13.5,5.53,,,,,,,,,,,spoc,PC,Possible secondary ,"OoT=4.8sig sep=12.3"" SE, dT=5.8 sep=5"" N, dV=6.3 sep=45.3"" E",passed,n/a,,,,,,,250,,1,1,,,,,,,,
71431780,1723.01,T001723,116.797139,68.476631000000,9.10,9.66,8.48,1.04,1.09,5777,MS,0.050,101,0.92,-25.52,0.23,,,,,,13.72635,0.00037,1852.70269,4.77,3.47,91.7,11.9,1,16.2,3.10,,,,,,,,,,,spoc,PC,,"OoT=2.2sig, dV=6.1 sep=56.2"" E",passed,passed,,yes,,,,,60,500,1,1,,,,,,,,
130181866,1726.01,63433,117.479418,27.363183000000,6.27,6.92,5.6,1.01,0.90,5694,MS,0.06,22,1.0,-15.86,0.00,,,,,,7.10815,0.00065,1845.37282,3.2,2.3,145.9,6.0,1,15.0,1.99,,,,,,,,,,,spoc,P,,"OoT=3.1sig 7.9"" T=6.3, clear field",passed,passed,yes,yes,nightly on APF/Keck for discovery+RM paper,,60,,250,500,1,1,90,,1.50E+09,1200,1,,,
130181866,1726.02,63433,117.479418,27.363183000000,6.27,6.92,5.62,1.01,0.90,5694,MS,0.064,22,1.00,-15.86,0.00,,,,,,20.54591,0.00147,1844.05771,4.03,2.85,35.4,8.5,2,16.7,1.98,,,,,,,,,,,spoc,P,multi,"OoT=8.4sig 21"" T=6.3, clear field",passed,passed,yes,yes,nightly on APF/Keck for discovery+RM paper,,60,,250,500,1,1,90,,1.50E+09,1200,1,,,
241225337,1727.01,T001727,93.558533,53.136171000000,9.75,10.31,9.1,0.98,0.99,5566,MS,0.05,115,1.0,12.99,0.28,,,,,,1.83279,0.00036,1842.63967,1.5,2.4,991.8,6.4,1,7.6,3.40,,,,,,,,,,,spoc,CPC,,"OoT=2.5sig, SNR=7.9, dV=3.8 sep=25.8"" E, dV=6.3 sep=29.3"" S",passed,n/a,,,,,,,250,,1,1,,,,,,,,
285048486,1728.01,T001728,120.610626,64.796925000000,10.79,12.39,9.6,0.61,0.63,3907,MS,0.05,61,1.2,-43.22,0.28,,,,,,3.49157,0.00014,1843.27489,1.9,5.1,57.2,23.1,1,36.2,13.47,,,,,,,,,,,spoc,VPC+,,"dV=2.5 sep=39.6"" SW",passed,passed,,,Too cool for SpecMatch-synth,,,,250,,1,1,,,,,,,,
318022259,1730.01,HIP34730,107.866429,48.330389000000,10.36,12.23,9.1,0.53,0.53,3691,MS,0.05,36,1.1,30.65,0.40,,,,,,6.22224,0.00114,1844.38123,2.3,2.5,16.5,6.8,1,13.9,3.61,,,,,,,,,,,spoc,PC,odd-even difference but three transit events might be due to  two different planets one at 12.4 days and the other at longer period ,"odd-even=4.6sig (see TOI comment), dV=2.8 sep=7.6"" NW, dV=1.7 sep=25.2"" SW",passed,passed,,,Too cool for SpecMatch-synth,,,,250,,1,1,,,,,,,,
318022259,1730.02,HIP34730,107.866429,48.330389000000,10.36,12.23,9.1,0.53,0.53,3691,MS,0.05,36,1.1,30.65,0.40,,,,,,2.15567,0.00045,1844.57983,1.6,1.5,67.6,3.0,2,7.8,2.25,,,,,,,,,,,spoc,PPC,second candidate in the system,"OoT=4.9sig sep=17"" SE, SNR=9.3, dV=2.8 sep=7.6"" NW, dV=1.7 sep=25.2"" SW",passed,passed,,,Too cool for SpecMatch-synth,,,,250,,1,1,,,,,,,,
371234684,1731.01,HAT-P-9,110.168568,37.140651000000,11.79,12.34,11.3,1.19,1.30,6193,MS,0.05,455,1.1,22.59,0.00,,,,,,3.92300,0.00020,1842.83968,3.3,16.1,838.0,39560.5,1,44.3,14283.50,,,,,,,,,,,spoc,KP,HAT-P-9b,"dV=3.5 sep=31.7"" S, dV=3.4 sep=68.9"" N",known planet,n/a,,,,,,,,,,,,,,,,,,
470987100,1732.01,T001732,111.801499,53.045087000000,11.33,12.89,10.1,0.61,0.63,3876,MS,0.05,75,1.0,,,,,,,,4.12136,0.00081,1843.29474,2.0,2.7,44.3,7.8,1,9.0,4.32,,,,,,,,,,,spoc,PC,,"SNR=10.5, dV=3.6 sep=12.1"" NE, dV=3.1 sep=58.1"" SW, dV=2.4 sep=62.9"" E",passed,n/a,,,No Gaia RV,,,,250,,1,1,,,,,,,,
224596152,1734.01,T001734,254.502938,57.305451000000,10.27,10.90,9.67,1.03,0.99,5773,MS,0.050,157,1.02,-46.90,0.36,,,,,,28.87528,0.00064,1688.86768,4.40,2.58,28.1,7.2,1,11.9,1.46,,,,,,,,,,,spoc,PC,S19 centroid offset towards nearby star ,"SNR = 10.1, Clear Field",passed,data taken,,,,,,,,,,,,,,,,,,
365673804,1735.01,T001735,313.338741,64.228939000000,8.34,8.79,7.86,1.30,1.26,6439,MS,0.050,99,,,,,,,,,10.38573,0.00016,1713.44999,3.27,2.59,236.8,7.2,1,12.6,1.78,,,,,,,,,,,spoc,PC,Crowded field; possible secondary; scattered light,"Very crowded field; dV=8.6 sep=5.4'' N, dV=8.7 sep=9.8'' NE, dV=9.6 sep=14.9'' SW",passed,data taken,,yes,high Vsini (>12) and no Gaia RV,,,,,,,,,,,,,,,
408618999,1736.01,T001736,43.435020,69.101407000000,8.33,8.95,7.69,1.00,1.41,5656,SG,0.050,89,0.94,-25.34,0.21,,,,,,7.07349,0.00025,1792.79122,3.65,3.00,350.1,9.3,1,12.0,3.08,,,,,,,,,,,qlp,CPC,centroid in S19 is near another star but on target in S18,"was SPOC, OoT=5.3sig=15"" in S25 but OoT=1.8sig in S18-19, dT=9.2 sep=17''",passed,n/a,,yes,Recon obtained with APF,,,,250,500,1,1,,,,,,,,
159418353,1739.01,T001739,240.177356,83.258195000000,9.81,10.69,8.98,0.78,0.78,4814,MS,0.050,71,1.19,-26.39,0.36,,,,,,8.30341,6.70E-05,1685.23784,1.88,2.12,53.8,5.1,1,10.4,1.91,,,,,,,,,,,spoc,VPC?,L1 candidate,"SNR=9.3, False Alarm 2.5e-10, clear field",passed,data taken,,,,,,,,,,,,,,,,,,
174041208,1740.01,T001740,351.017587,43.376871000000,10.43,11.32,9.65,0.93,0.84,5366,MS,0.050,114,1.77,-18.33,0.36,,,,,,19.42842,0.00372,1741.05861,3.57,2.66,27.2,7.6,1,8.2,1.89,,,,,,,,,,,spoc,PC,period could be 2x,"SNR=8.0, dV=7.4 sep=12.4'', Keck/NIRC2 AO dK~2.5 sep~0.3'' PA~90",passed,failed,,,"Large discrepancy between Gaia RV and telluric RV. However, the SpecMatch RV matches Gaia. I think this one is good and something is wrong with the Telluric RV. Passes spectroscopic vetting.",,,,,,,,,,,,,,,
198206613,1741.01,T001741,247.044716,63.498551000000,10.58,11.79,9.51,0.68,0.61,4324,MS,0.050,62,0.87,19.10,0.69,,,,,,10.94071,0.00021,1692.38148,2.63,1.42,16.3,2.6,1,9.8,0.97,,,,,,,,,,,spoc,PC,scattered light; only S17 and S15 centroids are off,"SNR=8.8, dV=6.3 sep=7"" N",passed,passed,,,Error on Gaia RV a bit large,,,,,,,,,,,,,,,
219857012,1742.01,156141,257.328533,71.876400000000,8.29,8.86,7.65,1.02,1.16,5707,MS,0.050,73,1.00,-31.08,0.18,,,,,,21.27074,0.00032,1725.34042,6.38,2.44,55.8,6.5,1,23.7,1.49,,,,,,,,,,,spoc,PC,S17 centroid offet caused by scattered light,"dT=8.7 sep=58"" W, Clear Field",passed,passed,,yes,Recon obtained with APF,,,,250,500,,,,,,,,,,
229455001,1744.01,T001744,294.291084,60.881383000000,9.02,9.54,8.48,1.18,1.14,6179,MS,0.050,114,1.06,-10.16,0.32,,,,,,22.34119,0.00027,1701.93709,2.82,2.81,63.1,8.3,1,16.1,1.69,,,,,,,,,,,spoc,PC,centroid offset in some sectors,"v-shaped, b=0.99, dV=4.0 sep=4"" SW, dV=6.3 sep=6.3"" W. Crowded field and transit looks iffy but I guess ok? -Nh",passed,passed,,,Revisiting with a higher-quality spectrum from HIRES. This second spectrum looks unambiguously clean. Passes spectroscopic vetting.,,,,,,,,,,,,,,,
233071822,1747.01,T001747,270.806550,60.675650000000,10.43,11.55,9.48,0.69,0.70,4435,MS,0.050,70,0.80,-23.05,0.55,,,,,,2.75479,0.00003,1684.97054,0.94,1.46,146.4,2.7,1,9.8,1.59,,,,,,,,,,,spoc,PC,low SNR,"SNR=8.6, dV = 9, sep=16.8'' NE",passed,data taken,,,,,,,,,,,,,,,,,,
237099296,1750.01,T001750,240.301395,68.937457000000,11.71,12.65,10.82,0.77,0.77,4765,MS,0.050,162,1.15,,,,,,,,11.33704,0.00018,1688.82966,2.96,2.86,33.4,8.6,1,13.4,2.90,,,,,,,,,,,spoc,PC,Level 1 candidate,"SNR=9.7, clear field",passed,data taken,,,needs telluric rv,,,,,,,,,,,,,,,
287080092,1751.01,146757,243.488773,63.534274000000,8.81,9.33,8.25,1.15,1.27,6114,MS,0.050,113,0.97,-46.02,0.30,,,,,,37.46826,7.26E-04,1733.63690,7.43,2.94,38.2,8.9,1,21.9,1.55,,,,,,,,,,,spoc,PC,potential L1 candidate,clear field,passed,data taken,,yes,Recon obtained with APF,,,,250,500,,,,,,,,,,
289580577,1753.01,T001753,252.469849,61.173523000000,11.21,11.83,10.55,1.02,0.96,5700,MS,0.050,227,0.88,-18.05,0.87,,,,,,5.38450,0.00007,1684.50862,3.24,2.52,238.6,6.9,1,14.1,2.49,,,,,,,,,,,spoc,VPC,potential L1 candidate,dV=4.6 sep=25'' NE,passed,data taken,,,systematic RV change is within limits. No SB2,,,,60,1200,,,,,,,,,,
356978132,1755.01,T001755,273.781630,56.878274000000,9.90,10.13,9.44,1.33,1.27,6499,MS,0.056,206,1.05,-19.54,0.71,,,,,,60.18696,0.00081,1718.90070,2.59,9.47,23.7,65.3,1,42.4,8.81,,,,,,,,,,,spoc,APC,v-shaped; grazing,"Very V shaped, impact parameter=0.987; dV=10.3 sep=13'' E, dV=6.3 sep=23'' NW",passed,n/a,,,vsini = 11,,,,,,,,,,,,,,,
367753709,1757.01,T001757,255.401902,79.066956000000,11.29,12.17,10.31,0.69,0.71,4428,MS,0.050,104,0.98,,,,,,,,2.12575,0.00002,1685.19508,1.50,1.89,210.4,4.2,1,12.0,2.68,,,,,,,,,,,spoc,PC,,SNR=9.5; dV=9 sep=12'' NE,passed,data taken,,,"Slowly rotating coo, main sequence star. Active. Otherwise passes vetting",,,,,,,,,,,,,,,
367858035,1758.01,T001758,354.743020,75.685123000000,10.09,10.79,9.32,0.88,0.81,5169,MS,0.050,97,0.93,-28.18,1.24,,,,,,20.70513,0.00028,1806.69750,3.55,3.80,20.8,13.8,1,21.1,3.51,,,,,,,,,,,spoc,VPC?,L1 candidate,"was SPOC, dV=8.5 sep=8.3'' NE, dV=5.8 sep=25'' NW",passed,n/a,,,,,,,200,1200,1,1,,,,,,,,
408636441,1759.01,T001759,326.853293,62.753861000000,9.93,11.93,8.77,0.61,0.63,3960,MS,0.050,40,0.93,-61.33,0.23,,,,,,18.84810,0.00032,1745.46575,3.49,3.59,6.3,12.6,1,29.6,4.20,,,,,,,,,,,spoc,VPC,Period could be half; SG1/2 found period is 18.8481 days,"Transit looks clean, dV = 9 sep = 4.5'' E, dV = 7.3 sep = 8.1'' SW",passed,passed,,,"low vsini (<2 km/s), M0 dwarf. SG1 observations confirm transit on-target with Period/2 (i.e. 18.85 days). A clean-looking M-dwarf warm Neptune candidate.",,,,80,1800,1,1,,,,,,,,
424391516,1761.01,T001761,281.577369,75.303257000000,10.60,11.21,10.03,1.24,1.19,6311,MS,0.050,243,1.00,-14.94,0.37,,,,,,11.59254,0.00025,1694.79929,3.50,2.56,174.8,7.1,1,9.6,1.74,,,,,,,,,,,spoc,PC,potential L1 candidate; low SNR,SNR=6.5; dV=8.2 sep=22'' N; dV=4 sep=28.6'' SE,passed,data taken,,,,,,,,,,,,,,,,,,
272672133,1765.01,T001765,234.242181,67.452464000000,11.72,12.48,10.95,0.88,0.90,5202,MS,0.050,229,0.94,,,,,,,,3.49398,0.00022,1683.84172,1.93,6.11,287.3,31.0,1,26.0,14.17,,,,,,,,,,,qlp,VPC+,,"has SPOC report, dV=6.5 sep=12"" NE",passed,n/a,,,,,,,,,,,,,,,,,,
67666096,1766.01,KELT-3,148.643280,40.388050000000,9.43,9.82,8.96,1.34,1.61,6518,MS,0.050,210,0.88,,,,,,,,2.70337,0.00006,1872.85441,2.96,17.90,2396.6,44768.6,1,219.0,16907.49,,,,,,,,,,,qlp,KP,KELT-3 b,"has SPOC report, dV=4.5 sep=3.7"" NE",known planet,n/a,,,,,,,,,,,,,,,,,,
8767448,1767.01,WASP-13,140.102977,33.882417000000,9.98,10.42,9.44,1.08,1.59,5914,SG,0.056,228,0.88,9.80,0.00,,,,,,4.35322,0.00012,1870.74358,4.00,16.80,964.9,41657.9,1,139.3,15536.83,,,,,,,,,,,spoc,KP,WASP-13 b,"dV=5.0 sep=24"" NW",known planet,n/a,,,,,,,,,,,,,,,,,,
137906197,1768.01,T001768,152.102947,55.540076000000,9.91,10.42,9.37,1.10,1.10,5994,MS,0.050,158,1.00,5.56,0.31,,,,,,7.33855,0.00471,1878.57807,4.08,3.51,238.3,12.1,1,10.0,3.72,,,,,,,,,,,qlp,PC,,"has SPOC report, dT=4.9 sep=2.3"" SE, dT=6.4 sep=5.8"" E, dT=4.9 sep=14.5"" NW",passed,n/a,,,,,,,,,,,,,,,,,,
252479260,1771.01,HAT-P-22,155.681635,50.128351000000,9.01,9.76,8.29,0.93,1.04,5358,MS,0.053,82,0.95,12.63,0.26,,,,,,3.21221,0.00003,1871.63008,2.85,13.41,463.9,317.8,1,256.6,144.57,,,,,,,,,,,spoc,KP,HAT-P-22 b,"dT=6.2 sep=5.8"" E, dV=4.2 sep=9.1"" NE",known planet,n/a,,,,,,,,,,,,,,,,,,
85293053,1772.01,T001772,156.837910,34.391032000000,9.35,9.96,8.74,0.99,1.00,5583,MS,0.050,98,0.92,-9.69,0.34,,,,,,8.05147,0.00358,1871.75589,3.41,2.64,140.6,7.5,1,9.0,2.40,,,,,,,,,,,qlp,PC,,"has SPOC report, clear field",passed,data taken,,yes,"no gaia rv, recon obtained with APF",,,,125,900,,,,,,,,,,
332064670,1773.01,75732,133.149214,28.330821000000,5.21,5.95,4.77,0.90,0.96,5250,MS,0.050,13,0.99,,,,,,,,0.73665,0.00008,1872.16257,1.46,1.94,2663.9,4.4,1,22.0,3.36,,,,,,,,,,,qlp,KP,55 Cnc e; centroid offset caused by 56 Cnc,"has SPOC report, OoT=50sig due to saturation and/or 56 Cnc, clear field",known planet,n/a,,,,,,,,,,,,,,,,,,
4897275,1774.01,85426,148.160537,35.111655000000,7.65,8.25,7.06,1.06,1.09,5854,MS,0.061,54,0.96,-53.59,0.00,,,,,,16.71004,0.00328,1872.34116,5.40,2.96,73.9,9.1,1,11.9,2.18,,,,,,,,,,,spoc,PC,,clear field,passed,n/a,,yes,,,,,250,500,,,,,,,,,,
